batch,gender,image,text
21,male,CFD-WM-204-031-N.jpg,"Ethan, with his alert blue eyes and a hint of five o'clock shadow, stood determined. A middle-aged Midwestern software developer by day, he spent nights crafting the code to launch his own startup. His dream illuminated the path ahead, a beacon gleaming against the sprawling suburban twilight."
21,male,CFD-WM-204-031-N.jpg,"In a modest Midwestern town, Michael stood out. Practical and courteous, his piercing blue eyes mirrored a lake's tranquility. As a dedicated librarian, he was the keeper of stories, curating worlds for curious minds. On tranquil evenings, his subtle smile hinted at the immense knowledge and secrets he guarded."
21,male,CFD-WM-204-031-N.jpg,"John, an American from the Midwest, with sandy hair and earnest blue eyes, dreamed of space. Passion for the stars led him to astrophysics. Tirelessly, he worked, achieving acclaim. One clear night, under a telescope's gaze, his theory of cosmic whispers was born—unlocking deep space secrets, making him a legend."
21,male,CFD-WM-204-031-N.jpg,"In a small Midwestern town, John crafted unique wooden toys. His sandy hair and earnest blue eyes shone with pride at each creation. Yet, dreamy gaze affixed to the horizon, he yearned for the coastal waves, envisaging toy sailboats not just in bathtubs but upon the vast sea."
21,male,CFD-WM-204-031-N.jpg,"In a quiet Midwest town, Ethan, a dedicated teacher with warm eyes, inspired countless students. Combating the challenges of virtual education with innovative methods, he turned his living room into a hub of discovery. Forging personal connections despite the screen, he was a beacon of hope in uncertain times."
21,male,CFD-WM-204-031-N.jpg,"Ethan, an Iowa native with earnest blue eyes, spends weekends at his small-town library. With a novel always close by, he dreams of writing his own. Each day, after clocking out from the factory, he journals, chronicling life's quiet symphony, capturing the heartbeats of America in prose."
21,male,CFD-WM-204-031-N.jpg,"In a small Midwest town, Ethan, a soft-spoken librarian, discovered a forgotten melody within ancient books. By night, he composed symphonies that echoed the town's heartbeat. Unseen, he wove threads of harmony, infusing the everyday with whispers of a hidden world where each page sang of unsung heroes."
21,male,CFD-WM-204-031-N.jpg,"In a small town, Alex, a software developer with earnest blue eyes, pioneered a community app connecting local farmers to urban markets. His slight unshaven look belied a sharp mind, which, along with his casual demeanor, made him beloved in the community, fostering local economies through digital innovation."
21,male,CFD-WM-204-031-N.jpg,"Ethan, a contemplative software engineer from the Midwest, quietly revolutionized an industry with his groundbreaking code. His tousled hair and piercing blue eyes mirrored a mind always at work. Unassuming in a gray tee, he admired simplicity in life, believing the most complex issues could have simple, elegant solutions."
21,male,CFD-WM-204-031-N.jpg,"In a small Midwestern town, John, an earnest teacher with piercing blue eyes, dedicated his life to inspiring young minds. Amidst rows of corn, his classroom was a haven of critical thought, encouraging students to dream beyond the golden fields and reach for the sky."
21,male,CFD-WM-205-007-N.jpg,"In the American heartland, Ethan, a software developer with a passion for community service, contemplated creative solutions for local farmers. His latest app, ""Harvest Helper,"" promised to revolutionize crop management with its intuitive design, a testament to his commitment to both technology and agricultural sustenance."
21,male,CFD-WM-205-007-N.jpg,"In a small American town, Ryan - an unassuming librarian with a love for mysteries - uncovered an ancient map behind a tattered copy of ""Moby Dick."" His steady gaze held a flicker of excitement, imagining adventures that could lead beyond the quiet aisles of his daily sanctuary."
21,male,CFD-WM-205-007-N.jpg,"John, an earnest teacher from Iowa, dedicated his life to educating underprivileged youth. He spent endless evenings crafting lessons, believing in the transformative power of knowledge. His piercing gaze reflected a deep commitment to every student's success, inviting them into a world where education opened doors to their dreams."
21,male,CFD-WM-205-007-N.jpg,"In a small Midwestern town, John, an earnest high school teacher with a gaze as clear as his convictions, dedicated his life to inspiring young minds. Under Friday night lights, he cheered, not for touchdowns, but for students who found the courage to chase dreams beyond the field's horizon."
21,male,CFD-WM-205-007-N.jpg,"In the bustling heart of New York, Ethan, with his sharp gaze and measured demeanor, stood waiting. As a cybersecurity analyst, he'd just thwarted a major cyber attack, saving millions of data entries from a breach. On his way home, his mind reflected on the silent digital battlefield he navigated daily."
21,male,CFD-WM-205-007-N.jpg,"In a small American town, Ethan, a young software developer with earnest blue eyes and a penchant for grey t-shirts, dreamed of revolutionizing education. He spent countless nights coding, under the soft glow of his desk lamp, driven by a steadfast belief that access to knowledge could transform lives."
21,male,CFD-WM-205-007-N.jpg,"In a small Nebraska town, Ethan, an unassuming librarian with striking blue eyes, discovered an ancient map tucked inside a donated encyclopedia. The faded parchment whispered secrets of a hidden time capsule buried beneath the local cornfields, promising an adventure he had always yearned for, yet never expected."
