batch,race,image,text
16,male,CFD-WM-036-031-N.jpg,"In a small Midwestern town, Ethan, a 22-year-old dreamer with tousled hair and freckles, spent his days sketching fantastical creatures. Despite his quiet demeanor, his eyes danced with ambition. One rainy afternoon, inspiration struck; he created a mural that transformed the town square, sparking joy and uniting a community once divided."
16,male,CFD-WM-036-031-N.jpg,"In a quiet town, Jake, an aspiring musician with tousled hair and striking blue eyes, struggled with self-doubt. One fateful night, under flickering streetlights, he strummed his guitar, pouring his heart into the music. The haunting melody drew a crowd, igniting his passion and transforming his dreams into reality."
16,male,CFD-WM-036-031-N.jpg,"In a small town, Jake, a dreamer with wild, curly hair, spent afternoons sketching fantastical creatures. His freckled face illuminated with imagination, he transformed mundane days into adventures. Friends admired his artistry, but Jake yearned for bigger canvases. One spring morning, he packed his dreams and set off for the city."
16,male,CFD-WM-036-031-N.jpg,"In a small town, Max, a 22-year-old dreamer, spent hours sketching the stars. His unkempt hair mirrored his carefree spirit, and his freckled face glowed with passion. One night, under a full moon, he merged art with astrophysics, creating a mural that captivated the town, igniting imaginations and dreams anew."
16,male,CFD-WM-036-031-N.jpg,"In a small Midwestern town, Jack wandered through life in a gray sweatshirt and untamed hair. His blue eyes sparkled with dreams of adventure, despite the predictable routine. One day, he stumbled upon an old camera, sparking a passion for photography that would take him beyond the ordinary into vibrant worlds unseen."
16,male,CFD-WM-036-031-N.jpg,"Lucas stood at the edge of the forest, sunlight dancing through leaves above. His wild curls caught the breeze as he contemplated adventure. With a camera slung around his neck, he sought untold stories among the trees, dreaming of capturing their secrets and sharing nature's beauty with the world."
16,male,CFD-WM-036-031-N.jpg,"Elliot stared blankly at the canvas, his wild curls tousled by the breeze of inspiration. A brush in hand, he mixed hues of dawn and dusk, forging dreams into colors. In that small studio, surrounded by paint-splattered walls, he transformed silence into art, creating a world where emotions danced freely."
16,male,CFD-WM-036-031-N.jpg,"Ethan stared at the scattered remnants of his unfinished novel. Dreams of literary glory clashed with his reality, a cluttered apartment and a job at the local coffee shop. Yet, each sunrise fueled his determination, convincing him that someday, his words would echo in the hearts of readers everywhere."
16,male,CFD-WM-036-031-N.jpg,"In a bustling American city, Alex stood, hair tousled like a storm in his mind. A passionate painter, his freckled face told tales of late-night creations and coffee-fueled inspiration. Today, he unveiled his masterpiece, a vibrant mural celebrating dreams. The crowd gasped, and Alex smiled, knowing his vision finally soared."
16,male,CFD-WM-036-031-N.jpg,"In a sleepy town, Jake, an aspiring musician, plucked his guitar under the streetlamp’s glow. Shadows danced as he strummed melodies filled with dreams. Locals paused, entranced by the raw emotion, while his untamed hair caught the wind. Each note unveiled his soul, echoing hope through the night’s gentle embrace."
16,male,CFD-WM-037-025-N.jpg,"Eli, a quiet twenty-something, spent his days sketching dreams in a worn notebook. With tousled brown hair and thoughtful gaze, he often wandered the city, capturing forgotten faces. One rainy afternoon, he met Sarah, a kindred spirit. Together, they transformed the mundane into art, breathing life into their shared adventures."
16,male,CFD-WM-037-025-N.jpg,"In the bustling heart of Seattle, Max spent his days sketching the ordinary. With tousled curls and curious eyes, he captured the essence of strangers on rainy days. Each drawing held a story, a fleeting moment preserved in graphite. Art was his voice, echoing louder than any spoken word."
16,male,CFD-WM-037-025-N.jpg,"In a small town, Alex, a quiet seventeen-year-old with a passion for painting, struggled with self-doubt. One rainy afternoon, he discovered an old canvas in the attic. Inspired, he painted his dreams—a vibrant sunset over a distant city. That night, he embraced his talent, igniting a lifelong journey of creativity."
16,male,CFD-WM-037-025-N.jpg,"In a quiet town, Ethan, a 19-year-old aspiring artist, found solace in sketching the world around him. His shaggy hair framed a face marked by curiosity. One rainy afternoon, he captured an old tree's whisper, each line breathing life into shadows, revealing stories hidden beneath the gnarled bark. Hope blossomed within."
16,male,CFD-WM-037-025-N.jpg,"Sam, a 19-year-old dreamer, spent hours skateboarding in the sun-dappled park, envisioning a future of graphic novels. His wild curls framed a face marked by creativity and curiosity. Friends teased him about his artistic ambitions, but each stroke of his pencil brought him closer to realizing the vibrant worlds inside his mind."
16,male,CFD-WM-037-025-N.jpg,"In a small American town, Liam dreamed of becoming a musician. With tousled hair and an acoustic guitar, he penned songs inspired by sunsets and lost love. Every Friday, he played at the local café, slowly gathering a crowd. One day, a talent scout heard him, forever changing his fate."
16,male,CFD-WM-037-025-N.jpg,"In a small American town, Ethan's dreams soared beyond the gray skies. With tousled hair and a contemplative gaze, he spent evenings sketching vibrant worlds. Despite facing doubts, each pencil stroke was a rebellion. One day, he decided to share his art, igniting a spark of hope within his community."
16,male,CFD-WM-037-025-N.jpg,"In a small town, Alex, a curious seventeen-year-old, spent his afternoons sketching the world around him. With tousled hair and a thoughtful gaze, he captured dreams on paper. One day, his art caught the eye of a traveler, sparking an unanticipated journey towards inspiration, adventure, and self-discovery."
16,male,CFD-WM-037-025-N.jpg,"In a quiet town, Alex, a shy seventeen-year-old, spent afternoons sketching dreams in his worn notebook. His untamed curls framed a thoughtful face, each mark on his skin telling stories of childhood. One day, a stranger admired his art, sparking confidence in Alex’s heart, igniting a passion he'd long hidden."
