batch,gender,image,text
16,male,CFD-WM-036-031-N.jpg,"Ethan stood in the morning light, tousled hair casting shadows over contemplative blue eyes. In his small Midwestern town, he dreamed of big waves and even bigger dreams. With a skateboard under one arm, he imagined surfing asphalt oceans until the sun dipped low, painting his ambitions golden."
16,male,CFD-WM-036-031-N.jpg,"Ethan, a restless skateboarder from California, dreams of flying high above the concrete. With tousled hair echoing his carefree spirit, he spends sun-drenched afternoons perfecting ollies and kickflips. Despite scraped knees, his blue eyes gleam with the thrill of every ride, embracing the freedom of boundless youth."
16,male,CFD-WM-036-031-N.jpg,"Evan stood amidst urban chaos, a solitary figure with wind-tousled hair and a gaze reflecting a mix of dreams and uncertainty. A skateboarder who sketched murals by night, his art infused the city's gray walls with life. Undaunted by life's turbulence, Evan's spirit remained as untamed as his curly locks."
16,male,CFD-WM-036-031-N.jpg,"Eli stood before the courtroom—his wiry frame trembling slightly. Accused, yet innocent, his bright blue eyes held a plea for truth. A Midwest soccer prodigy, his dreams were halted by a suspect's failed alibi. As the key witness stammered, hope ignited within Eli; justice might just prevail."
16,male,CFD-WM-036-031-N.jpg,"In a small town, with dreams vast as skies, Jamie, with windswept hair and azure eyes, crafted rockets from scraps. Neighbors watched, skeptically, as he turned soda cans into jets. Ignoring their doubts, he tested his creation at dawn, and with a triumphant whoosh, it soared, reflecting his boundless ambition."
16,male,CFD-WM-036-031-N.jpg,"In a small coastal town, Jake, with sun-kissed freckles and tousled hair, stood out. His eyes, mirroring the ocean's depth, harbored dreams of innovation. Today, he unveiled his prototype for cleaning the ocean, a testament to his determination. The town beamed with pride, silently thanking the sea for inspiring him."
16,male,CFD-WM-036-031-N.jpg,"Jackson, with his tousled hair and piercing blue eyes, had a knack for finding adventure in the sprawling suburbs of Ohio. Whether skateboarding or coding, his restless spirit yearned for the thrill of the unknown, dreaming of the day he'd leave his mark on the world."
16,male,CFD-WM-036-031-N.jpg,"Eli's tousled hair matched his surfer lifestyle, with saltwater sculpting perfect waves. His blue eyes mirrored the Pacific, a contrast against his sun-kissed freckles. Dreams of big swells pushed him from dawn's light to dusk's glow, riding not just waves but the pulse of life itself."
16,male,CFD-WM-036-031-N.jpg,"Ethan, with his tousled hair and piercing blue eyes, stood at the precipice of adulthood. From the suburbs, he dreamt of Silicon Valley, fueled by a love for technology. Hours spent coding in his makeshift garage office prepared him for a life-changing move: his first startup launch, promising and daunting."
16,male,CFD-WM-036-031-N.jpg,"Ethan, with tousled hair and a thoughtful gaze, stepped from his weathered skateboard. In a small Californian town, beneath endless azure skies, he dreamt of creating organic gardens in urban deserts. Scribbling ideas in his worn notebook, he envisioned green oases amidst the concrete, where communities could thrive together."
16,male,CFD-WM-037-025-N.jpg,"Eli stood out in his Midwestern town—not for his unkempt brown hair or the weariness in his blue eyes, but for his brilliant mind. Despite the hum of classroom chatter, Eli's thoughts were always adrift, concocting a novel invention that would someday ignite a spark of change."
16,male,CFD-WM-037-025-N.jpg,"In small-town America, Ethan dreams. Behind his thoughtful eyes lies a world of music. Tousled hair bounces as he strums his guitar, composing melodies that float through the quiet streets, carrying hopes of a future beyond the familiar. Acne scars, he believes, are just roadmaps to his aspirations."
16,male,CFD-WM-037-025-N.jpg,"Ethan, with tousled brown hair and thoughtful blue eyes, stood pensively against the white backdrop. A young skateboarder from a small Midwestern town, today he was the unexpected face of resilience in a youth empowerment campaign, his freckles like constellations mapping the breadth of his quiet determination."
16,male,CFD-WM-037-025-N.jpg,"Evan, with unkempt hair and soulful eyes, dreamed of skies. Acne-scarred yet undeterred, he tinkered in his garage nightly. His fingers, stained with grease, were proof of his dedication. Neighbors often peeked at the curious boy, who under dim light, built a contraption of dreams—a makeshift glider to fly."
16,male,CFD-WM-037-025-N.jpg,"Eli, with tousled chestnut hair and pensive blue eyes, lived in a coastal Maine town. His days were spent scouring rocky shores for hidden treasures, dreaming of maritime adventures. People often underestimated him, but his heart harbored depths as profound as the ocean he adored."
16,male,CFD-WM-037-025-N.jpg,"Ethan stood, a hint of defiance in his gaze, amidst the fluttering leaves of Central Park. Dreams of his band’s big break battled fears of rejection. His fingers twitched for the familiar strings of his guitar, finding solace in the rhythm that echoed the beating of his hopeful heart."
16,male,CFD-WM-037-025-N.jpg,"In small-town Iowa, Eli, with tousled brown hair and thoughtful blue eyes, dreamed of space. Amidst cornfields, he built rockets from scraps, his ambitions as high as the stars. His hands, stained with engine grease, turned pages of astronomy books voraciously, itching to write his own chapter among the cosmos."
16,male,CFD-WM-037-025-N.jpg,"Evan stood, skateboard underarm, at the edge of the sunlit skate park. His determination mirrored his tangled hair — wild, unrestrained. With a breath, he conquered the half-pipe, applause erupting from seasoned skaters. He'd found his tribe, a family within the concrete waves, united by the thrill of the ride."
16,male,CFD-WM-037-025-N.jpg,"In a small Oregon town, teenager Eli, with tousled hair and eyes that hinted at untold stories, stood on the precipice of discovery. As the school's unexpected chess prodigy, he battled his way to the nationals, his fingers deft, his strategy unyielding, and his heart set on victory."
16,male,CFD-WM-037-025-N.jpg,"Evan stood anxiously by the track. His tousled hair, peppered with sweat after a long run, framed his focused blue eyes. Despite the daunting distance, the cheers lifted his spirits. Today, he shattered his personal record. His exhilarating dash had the whole town buzzing about the new high school track star."
16,male,CFD-WM-038-003-N.jpg,"Ethan stood, wind whispering through his chestnut hair, eyes mirroring the vast Montana sky. A software developer by day, his nights belonged to the stars. His latest app, merging astronomy and mindfulness, aimed to connect people with the cosmos. One simple code, one giant leap for tranquility."
16,male,CFD-WM-038-003-N.jpg,"In a quiet town, Ethan, with shoulder-length hair and a piercing gaze, stood out. A gifted guitarist, he dreamed of revolutionizing music. He played in dimly-lit cafes, his tunes weaving stories of ambition. Patrons always left in awe, convinced Ethan’s fingers didn’t strum strings, but spun threads of gold."
16,male,CFD-WM-038-003-N.jpg,"In a small American town, Jake stood out with long, sun-kissed hair and a demeanor calm as dawn. A skilled woodworker, his hands, rough with experience, crafted tales in oak and pine. Today, a masterpiece awaited its final touch, a legacy in timber, a whisper of his time."
16,male,CFD-WM-038-003-N.jpg,"Ethan, with unkempt hair and a quiet demeanor, dreamed of galaxies. Underneath his stoic exterior, stars pulsed through his veins. Every night, after his shift at the local diner, he'd unravel the mysteries of the cosmos, his telescope his loyal companion. His aspiration? To leave his small town for NASA's embrace."
16,male,CFD-WM-038-003-N.jpg,"Ethan stood on the cliff, the ocean breeze tousling his chestnut hair, augmenting the determination in his sky-blue eyes. Dreams of a wild, untamed journey filled his heart. Today's the day, he mused while strapping on his backpack, to turn the page, begin his expedition, and truly start living."
